FECHA_EJECUCION,HORA_EJECUCION,ENTE,TOTAL_REGISTROS,ESTATUS
2025-03-19,11:47:21,Chihuahua,0,Disponible
2025-03-19,11:47:22,Veracruz,0,Disponible
2025-03-19,11:47:24,Guerrero,0,Disponible
2025-03-19,11:47:25,Yucatán,0,Disponible
2025-03-19,11:47:27,Puebla,0,Disponible
2025-03-19,11:47:29,Jalisco,5,Disponible
2025-03-19,11:47:31,México,1,Disponible
2025-03-19,11:47:33,Tlaxcala,0,Disponible
2025-03-19,11:47:34,Baja California Sur,0,Disponible
2025-03-19,11:47:36,Michoacán,0,Disponible
2025-03-19,11:47:38,Durango,0,Disponible
2025-03-19,11:47:40,Sinaloa,0,Disponible
2025-03-19,11:47:43,Tabasco,0,Disponible
2025-03-19,11:47:46,Tamaulipas,0,Disponible
2025-03-19,11:47:48,Baja California,0,Disponible
2025-03-20,10:02:50,Guanajuato,0,Disponible
2025-03-20,10:02:53,Quintana Roo,0,Disponible
2025-03-20,10:02:54,Chihuahua,0,Disponible
2025-03-20,10:02:56,Veracruz,0,Disponible
2025-03-20,10:02:58,Guerrero,0,Disponible
2025-03-20,10:03:00,Yucatán,0,Disponible
2025-03-20,10:03:02,Puebla,0,Disponible
2025-03-20,10:03:03,Jalisco,5,Disponible
2025-03-20,10:03:06,México,1,Disponible
2025-03-20,10:03:08,Tlaxcala,0,Disponible
2025-03-20,10:03:10,Baja California Sur,0,Disponible
2025-03-20,10:03:11,Michoacán,0,Disponible
2025-03-20,10:03:13,Durango,0,Disponible
2025-03-20,10:03:15,Sinaloa,0,Disponible
2025-03-20,10:03:18,Tabasco,0,Disponible
2025-03-20,10:03:20,Tamaulipas,0,Disponible
2025-03-20,10:03:22,Baja California,0,Disponible
2025-03-21,10:02:42,Guanajuato,0,Disponible
2025-03-21,10:02:45,Quintana Roo,0,Disponible
2025-03-21,10:02:47,Chihuahua,0,Disponible
2025-03-21,10:02:48,Veracruz,0,Disponible
2025-03-21,10:02:49,Guerrero,0,Disponible
2025-03-21,10:02:51,Yucatán,0,Disponible
2025-03-21,10:02:53,Puebla,0,Disponible
2025-03-21,10:02:54,Jalisco,5,Disponible
2025-03-21,10:02:56,México,1,Disponible
2025-03-21,10:02:58,Tlaxcala,0,Disponible
2025-03-21,10:03:00,Baja California Sur,0,Disponible
2025-03-21,10:03:03,Michoacán,0,Disponible
2025-03-21,10:03:06,Durango,0,Disponible
2025-03-21,10:03:08,Sinaloa,0,Disponible
2025-03-21,10:03:10,Tabasco,0,Disponible
2025-03-21,10:03:13,Tamaulipas,0,Disponible
2025-03-21,10:03:15,Baja California,0,Disponible
2025-03-24,10:02:53,Guanajuato,0,Disponible
2025-03-24,10:02:56,Quintana Roo,0,Disponible
2025-03-24,10:02:58,Chihuahua,0,Disponible
2025-03-24,10:02:59,Veracruz,0,Disponible
2025-03-24,10:03:01,Guerrero,0,Disponible
2025-03-24,10:03:03,Yucatán,0,Disponible
2025-03-24,10:03:05,Puebla,0,Disponible
2025-03-24,10:03:06,Jalisco,5,Disponible
2025-03-24,10:03:08,México,1,Disponible
2025-03-24,10:03:10,Tlaxcala,0,Disponible
2025-03-24,10:03:12,Baja California Sur,0,Disponible
2025-03-24,10:03:14,Michoacán,0,Disponible
2025-03-24,10:03:16,Durango,0,Disponible
2025-03-24,10:03:18,Sinaloa,0,Disponible
2025-03-24,10:03:21,Tabasco,0,Disponible
2025-03-24,10:03:23,Tamaulipas,0,Disponible
2025-03-24,10:03:25,Baja California,0,Disponible
2025-03-25,10:03:11,Guanajuato,0,Disponible
2025-03-25,10:03:14,Quintana Roo,0,Disponible
2025-03-25,10:03:16,Chihuahua,0,Disponible
2025-03-25,10:04:17,Veracruz,0,No disponible/Request failed with status code 504
2025-03-25,10:06:19,Guerrero,0,Disponible
2025-03-25,10:06:21,Yucatán,0,Disponible
2025-03-25,10:06:22,Puebla,0,Disponible
2025-03-25,10:06:24,Jalisco,5,Disponible
2025-03-25,10:06:26,México,1,Disponible
2025-03-25,10:06:28,Tlaxcala,0,Disponible
2025-03-25,10:06:29,Baja California Sur,0,Disponible
2025-03-25,10:06:31,Michoacán,0,Disponible
2025-03-25,10:06:33,Durango,0,Disponible
2025-03-25,10:06:34,Sinaloa,0,Disponible
2025-03-25,10:06:37,Tabasco,0,Disponible
2025-03-25,10:06:39,Tamaulipas,0,Disponible
2025-03-25,10:06:41,Baja California,0,Disponible
2025-03-26,10:03:03,Guanajuato,0,Disponible
2025-03-26,10:03:05,Quintana Roo,0,Disponible
2025-03-26,10:03:06,Chihuahua,0,Disponible
2025-03-26,10:03:07,Veracruz,0,Disponible
2025-03-26,10:03:08,Guerrero,0,Disponible
2025-03-26,10:03:09,Yucatán,0,Disponible
2025-03-26,10:03:11,Puebla,0,Disponible
2025-03-26,10:03:12,Jalisco,5,Disponible
2025-03-26,10:03:13,México,1,Disponible
2025-03-26,10:03:15,Tlaxcala,0,Disponible
2025-03-26,10:03:16,Baja California Sur,0,Disponible
2025-03-26,10:03:17,Michoacán,0,Disponible
2025-03-26,10:03:18,Durango,0,Disponible
2025-03-26,10:03:20,Sinaloa,0,Disponible
2025-03-26,10:03:22,Tabasco,0,Disponible
2025-03-26,10:03:24,Tamaulipas,0,Disponible
2025-03-26,10:03:25,Baja California,0,Disponible
2025-03-27,10:03:11,Guanajuato,0,Disponible
2025-03-27,10:03:13,Quintana Roo,0,Disponible
2025-03-27,10:03:15,Chihuahua,0,Disponible
2025-03-27,10:04:15,Veracruz,0,No disponible/Request failed with status code 504
2025-03-27,10:07:16,Guerrero,0,Disponible
2025-03-27,10:07:18,Yucatán,0,Disponible
2025-03-27,10:07:19,Puebla,0,Disponible
2025-03-27,10:07:20,Jalisco,5,Disponible
2025-03-27,10:07:22,México,1,Disponible
2025-03-27,10:07:23,Tlaxcala,0,Disponible
2025-03-27,10:07:25,Baja California Sur,0,Disponible
2025-03-27,10:07:26,Michoacán,0,Disponible
2025-03-27,10:07:27,Durango,0,Disponible
2025-03-27,10:07:29,Sinaloa,0,Disponible
2025-03-27,10:07:31,Tabasco,0,Disponible
2025-03-27,10:07:33,Tamaulipas,0,Disponible
2025-03-27,10:07:35,Baja California,0,Disponible
2025-03-28,10:49:04,Guanajuato,0,Disponible
2025-03-28,10:49:07,Quintana Roo,0,Disponible
2025-03-28,10:49:09,Chihuahua,0,Disponible
2025-03-28,10:49:10,Veracruz,0,Disponible
2025-03-28,10:49:12,Guerrero,0,Disponible
2025-03-28,10:49:14,Yucatán,0,Disponible
2025-03-28,10:49:16,Puebla,0,Disponible
2025-03-28,10:49:18,Jalisco,5,Disponible
2025-03-28,10:49:20,México,1,Disponible
2025-03-28,10:49:21,Tlaxcala,0,Disponible
2025-03-28,10:49:23,Baja California Sur,0,Disponible
2025-03-28,10:49:25,Michoacán,0,Disponible
2025-03-28,10:49:27,Durango,0,Disponible
2025-03-28,10:49:29,Sinaloa,0,Disponible
2025-03-28,10:49:32,Tabasco,0,Disponible
2025-03-28,10:49:34,Tamaulipas,0,Disponible
2025-03-28,10:49:36,Baja California,0,Disponible
2025-03-31,10:03:09,Guanajuato,0,Disponible
2025-03-31,10:03:11,Quintana Roo,0,Disponible
2025-03-31,10:03:13,Chihuahua,0,Disponible
2025-03-31,10:04:14,Veracruz,0,No disponible/Request failed with status code 504
2025-03-31,10:07:15,Guerrero,0,Disponible
2025-03-31,10:07:16,Yucatán,0,Disponible
2025-03-31,10:07:18,Puebla,0,Disponible
2025-03-31,10:07:19,Jalisco,5,Disponible
2025-03-31,10:07:21,México,1,Disponible
2025-03-31,10:07:23,Tlaxcala,0,Disponible
2025-03-31,10:07:24,Baja California Sur,0,Disponible
2025-03-31,10:07:26,Michoacán,0,Disponible
2025-03-31,10:07:27,Durango,0,Disponible
2025-03-31,10:07:29,Sinaloa,0,Disponible
2025-03-31,10:07:32,Tabasco,0,Disponible
2025-03-31,10:07:34,Tamaulipas,0,Disponible
2025-03-31,10:07:35,Baja California,0,Disponible
2025-04-01,10:28:55,Guanajuato,0,Disponible
2025-04-01,10:28:58,Quintana Roo,0,Disponible
2025-04-01,10:29:00,Chihuahua,0,Disponible
2025-04-01,10:30:01,Veracruz,0,No disponible/Request failed with status code 504
2025-04-01,10:33:02,Guerrero,0,Disponible
2025-04-01,10:33:04,Yucatán,0,Disponible
2025-04-01,10:34:06,Puebla,0,No disponible/Request failed with status code 504
2025-04-01,10:37:07,Jalisco,0,No disponible/socket hang up
2025-04-01,10:37:09,México,1,Disponible
2025-04-01,10:37:11,Tlaxcala,0,Disponible
2025-04-01,10:37:13,Baja California Sur,0,Disponible
2025-04-01,10:37:15,Michoacán,0,Disponible
2025-04-01,10:37:17,Durango,0,Disponible
2025-04-01,10:37:19,Sinaloa,0,Disponible
2025-04-01,10:37:22,Tabasco,0,Disponible
2025-04-01,10:40:23,Tamaulipas,0,No disponible/Request failed with status code 504
2025-04-01,10:41:25,Baja California,0,Disponible
2025-04-02,10:03:23,Guanajuato,0,Disponible
2025-04-02,10:03:26,Quintana Roo,0,Disponible
2025-04-02,10:03:28,Chihuahua,0,Disponible
2025-04-02,10:03:30,Veracruz,0,Disponible
2025-04-02,10:03:31,Guerrero,0,Disponible
2025-04-02,10:03:33,Yucatán,0,Disponible
2025-04-02,10:03:35,Puebla,0,Disponible
2025-04-02,10:03:37,Jalisco,5,Disponible
2025-04-02,10:03:39,México,1,Disponible
2025-04-02,10:03:41,Tlaxcala,0,Disponible
2025-04-02,10:03:43,Baja California Sur,0,Disponible
2025-04-02,10:03:45,Michoacán,0,Disponible
2025-04-02,10:03:46,Durango,0,Disponible
2025-04-02,10:03:48,Sinaloa,0,Disponible
2025-04-02,10:03:51,Tabasco,0,Disponible
2025-04-02,10:03:53,Tamaulipas,0,Disponible
2025-04-02,10:03:55,Baja California,0,Disponible
2025-04-03,10:03:16,Guanajuato,0,Disponible
2025-04-03,10:03:18,Quintana Roo,0,Disponible
2025-04-03,10:03:20,Chihuahua,0,Disponible
2025-04-03,10:03:20,Veracruz,0,Disponible
2025-04-03,10:03:22,Guerrero,0,Disponible
2025-04-03,10:03:23,Yucatán,0,Disponible
2025-04-03,10:03:25,Puebla,0,Disponible
2025-04-03,10:03:26,Jalisco,5,Disponible
2025-04-03,10:03:27,México,0,No disponible/Request failed with status code 400
2025-04-03,10:03:28,Tlaxcala,0,Disponible
2025-04-03,10:03:30,Baja California Sur,0,Disponible
2025-04-03,10:03:31,Michoacán,0,Disponible
2025-04-03,10:03:32,Durango,0,Disponible
2025-04-03,10:03:34,Sinaloa,0,Disponible
2025-04-03,10:03:36,Tabasco,0,Disponible
2025-04-03,10:03:38,Tamaulipas,0,Disponible
2025-04-03,10:03:40,Baja California,0,Disponible
2025-04-03,10:03:41,SESEA_CAMPECHE,0,Disponible
2025-04-04,10:03:31,Guanajuato,0,Disponible
2025-04-04,10:03:35,Quintana Roo,0,Disponible
2025-04-04,10:03:37,Chihuahua,0,Disponible
2025-04-04,10:03:39,Veracruz,0,Disponible
2025-04-04,10:03:42,Guerrero,0,Disponible
2025-04-04,10:03:44,Yucatán,0,Disponible
2025-04-04,10:03:47,Puebla,0,Disponible
2025-04-04,10:03:50,Jalisco,5,Disponible
2025-04-04,10:03:52,México,0,No disponible/Request failed with status code 400
2025-04-04,10:03:55,Tlaxcala,0,Disponible
2025-04-04,10:03:57,Baja California Sur,0,Disponible
2025-04-04,10:03:59,Michoacán,0,Disponible
2025-04-04,10:04:02,Durango,0,Disponible
2025-04-04,10:04:04,Sinaloa,0,Disponible
2025-04-04,10:04:08,Tabasco,0,Disponible
2025-04-04,10:04:11,Tamaulipas,0,Disponible
2025-04-04,10:04:14,Baja California,0,Disponible
2025-04-04,10:04:16,SESEA_CAMPECHE,0,Disponible
2025-04-07,10:12:53,Guanajuato,0,Disponible
2025-04-07,10:12:56,Quintana Roo,0,Disponible
2025-04-07,10:12:58,Chihuahua,0,Disponible
2025-04-07,10:12:59,Veracruz,0,Disponible
2025-04-07,10:13:01,Guerrero,0,Disponible
2025-04-07,10:13:03,Yucatán,0,Disponible
2025-04-07,10:13:05,Puebla,0,Disponible
2025-04-07,10:13:07,Jalisco,5,Disponible
2025-04-07,10:13:09,México,1,Disponible
2025-04-07,10:13:11,Tlaxcala,0,Disponible
2025-04-07,10:13:13,Baja California Sur,0,Disponible
2025-04-07,10:14:14,Michoacán,0,No disponible/Request failed with status code 504
2025-04-07,10:17:16,Durango,0,Disponible
2025-04-07,10:17:18,Sinaloa,0,Disponible
2025-04-07,10:17:21,Tabasco,0,Disponible
2025-04-07,10:17:23,Tamaulipas,0,Disponible
2025-04-07,10:17:25,Baja California,0,Disponible
2025-04-07,10:17:27,SESEA_CAMPECHE,0,Disponible
2025-04-08,10:02:51,Guanajuato,0,Disponible
2025-04-08,10:02:54,Quintana Roo,0,Disponible
2025-04-08,10:02:56,Chihuahua,0,Disponible
2025-04-08,10:02:57,Veracruz,0,Disponible
2025-04-08,10:02:59,Guerrero,0,Disponible
2025-04-08,10:03:01,Yucatán,0,Disponible
2025-04-08,10:03:03,Puebla,0,Disponible
2025-04-08,10:03:05,Jalisco,5,Disponible
2025-04-08,10:03:07,México,1,Disponible
2025-04-08,10:03:09,Tlaxcala,0,Disponible
2025-04-08,10:03:11,Baja California Sur,0,Disponible
2025-04-08,10:03:34,Michoacán,0,No disponible/Request failed with status code 400
2025-04-08,10:04:39,Durango,0,No disponible/socket hang up
2025-04-08,10:04:41,Sinaloa,0,Disponible
2025-04-08,10:04:43,Tabasco,0,Disponible
2025-04-08,10:04:45,Tamaulipas,0,Disponible
2025-04-08,10:04:47,Baja California,0,Disponible
2025-04-08,10:04:48,SESEA_CAMPECHE,0,Disponible
2025-04-09,10:03:21,Guanajuato,0,Disponible
2025-04-09,10:03:24,Quintana Roo,0,Disponible
2025-04-09,10:03:26,Chihuahua,0,Disponible
2025-04-09,10:03:27,Veracruz,0,Disponible
2025-04-09,10:03:28,Guerrero,0,Disponible
2025-04-09,10:03:30,Yucatán,0,Disponible
2025-04-09,10:03:31,Puebla,0,Disponible
2025-04-09,10:03:33,Jalisco,5,Disponible
2025-04-09,10:03:34,México,1,Disponible
2025-04-09,10:03:36,Tlaxcala,0,Disponible
2025-04-09,10:03:37,Baja California Sur,0,Disponible
2025-04-09,10:04:00,Michoacán,0,No disponible/Request failed with status code 400
2025-04-09,10:05:04,Durango,0,Disponible
2025-04-09,10:05:05,Sinaloa,0,Disponible
2025-04-09,10:05:08,Tabasco,0,Disponible
2025-04-09,10:05:10,Tamaulipas,0,Disponible
2025-04-09,10:05:12,Baja California,0,Disponible
2025-04-09,10:05:13,SESEA_CAMPECHE,0,Disponible
2025-04-10,10:02:50,Guanajuato,0,Disponible
2025-04-10,10:02:52,Quintana Roo,0,Disponible
2025-04-10,10:02:54,Chihuahua,0,Disponible
2025-04-10,10:02:56,Veracruz,0,Disponible
2025-04-10,10:02:58,Guerrero,0,Disponible
2025-04-10,10:03:00,Yucatán,0,Disponible
2025-04-10,10:03:02,Puebla,0,Disponible
2025-04-10,10:03:04,Jalisco,5,Disponible
2025-04-10,10:03:06,México,1,Disponible
2025-04-10,10:03:08,Tlaxcala,0,Disponible
2025-04-10,10:03:09,Baja California Sur,0,Disponible
2025-04-10,10:03:11,Michoacán,0,Disponible
2025-04-10,10:03:19,Durango,0,Disponible
2025-04-10,10:03:21,Sinaloa,0,Disponible
2025-04-10,10:03:23,Tabasco,0,Disponible
2025-04-10,10:03:26,Tamaulipas,0,Disponible
2025-04-10,10:03:28,Baja California,0,Disponible
2025-04-10,10:03:29,SESEA_CAMPECHE,0,Disponible
2025-04-11,10:02:59,Guanajuato,0,Disponible
2025-04-11,10:03:02,Quintana Roo,0,Disponible
2025-04-11,10:03:03,Chihuahua,0,Disponible
2025-04-11,10:03:04,Veracruz,0,Disponible
2025-04-11,10:03:05,Guerrero,0,Disponible
2025-04-11,10:03:07,Yucatán,0,Disponible
2025-04-11,10:03:09,Puebla,0,Disponible
2025-04-11,10:03:10,Jalisco,5,Disponible
2025-04-11,10:03:12,México,1,Disponible
2025-04-11,10:03:13,Tlaxcala,0,Disponible
2025-04-11,10:03:15,Baja California Sur,0,Disponible
2025-04-11,10:03:16,Michoacán,0,Disponible
2025-04-11,10:03:17,Durango,0,Disponible
2025-04-11,10:03:19,Sinaloa,0,Disponible
2025-04-11,10:03:22,Tabasco,0,Disponible
2025-04-11,10:03:24,Tamaulipas,0,Disponible
2025-04-11,10:03:25,Baja California,0,Disponible
2025-04-11,10:03:27,SESEA_CAMPECHE,0,Disponible
2025-04-14,10:09:36,Guanajuato,0,Disponible
2025-04-14,10:09:39,Quintana Roo,0,Disponible
2025-04-14,10:09:41,Chihuahua,0,Disponible
2025-04-14,10:09:42,Veracruz,0,Disponible
2025-04-14,10:09:44,Guerrero,0,Disponible
2025-04-14,10:09:46,Yucatán,0,Disponible
2025-04-14,10:09:48,Puebla,0,Disponible
2025-04-14,10:09:50,Jalisco,5,Disponible
2025-04-14,10:09:52,México,1,Disponible
2025-04-14,10:09:54,Tlaxcala,0,Disponible
2025-04-14,10:09:56,Baja California Sur,0,Disponible
2025-04-14,10:09:58,Michoacán,0,Disponible
2025-04-14,10:10:00,Durango,0,Disponible
2025-04-14,10:10:02,Sinaloa,0,Disponible
2025-04-14,10:10:04,Tabasco,0,Disponible
2025-04-14,10:10:07,Tamaulipas,0,Disponible
2025-04-14,10:10:09,Baja California,0,Disponible
2025-04-14,10:10:10,SESEA_CAMPECHE,0,Disponible
2025-04-15,10:02:50,Guanajuato,0,Disponible
2025-04-15,10:02:53,Quintana Roo,0,Disponible
2025-04-15,10:03:28,Chihuahua,0,Disponible
2025-04-15,10:03:30,Veracruz,0,Disponible
2025-04-15,10:03:32,Guerrero,0,Disponible
2025-04-15,10:03:35,Yucatán,0,Disponible
2025-04-15,10:03:37,Puebla,0,Disponible
2025-04-15,10:03:40,Jalisco,5,Disponible
2025-04-15,10:03:42,México,1,Disponible
2025-04-15,10:03:45,Tlaxcala,0,Disponible
2025-04-15,10:03:47,Baja California Sur,0,Disponible
2025-04-15,10:03:50,Michoacán,0,Disponible
2025-04-15,10:03:52,Durango,0,Disponible
2025-04-15,10:03:55,Sinaloa,0,Disponible
2025-04-15,10:03:59,Tabasco,0,Disponible
2025-04-15,10:04:02,Tamaulipas,0,Disponible
2025-04-15,10:04:04,Baja California,0,Disponible
2025-04-15,10:04:07,SESEA_CAMPECHE,0,Disponible
2025-04-21,10:03:01,Guanajuato,0,Disponible
2025-04-21,10:03:03,Quintana Roo,0,Disponible
2025-04-21,10:03:05,Chihuahua,0,Disponible
2025-04-21,10:03:07,Veracruz,0,Disponible
2025-04-21,10:03:08,Guerrero,0,Disponible
2025-04-21,10:03:10,SESEA_Yucatan,0,Disponible
2025-04-21,10:03:12,Puebla,0,Disponible
2025-04-21,10:03:14,Jalisco,5,Disponible
2025-04-21,10:03:17,SESEA_EdoMex,1,Disponible
2025-04-21,10:03:19,Tlaxcala,0,Disponible
2025-04-21,10:03:21,Baja California Sur,0,Disponible
2025-04-21,10:03:24,Michoacán,0,Disponible
2025-04-21,10:03:27,Durango,0,Disponible
2025-04-21,10:03:30,Sinaloa,0,Disponible
2025-04-21,10:03:33,Tabasco,0,Disponible
2025-04-21,10:03:36,Tamaulipas,0,Disponible
2025-04-21,10:03:38,Baja California,0,Disponible
2025-04-21,10:03:40,Campeche,0,Disponible
2025-04-21,10:03:41,SESEA_Zacatecas,1,Disponible
2025-04-22,10:03:21,Guanajuato,0,Disponible
2025-04-22,10:03:25,Quintana Roo,0,Disponible
2025-04-22,10:03:28,Chihuahua,0,Disponible
2025-04-22,10:03:30,Veracruz,0,Disponible
2025-04-22,10:03:33,Guerrero,0,Disponible
2025-04-22,10:03:35,SESEA_Yucatan,0,Disponible
2025-04-22,10:03:38,Puebla,0,Disponible
2025-04-22,10:03:40,Jalisco,5,Disponible
2025-04-22,10:03:43,SESEA_EdoMex,1,Disponible
2025-04-22,10:03:46,Tlaxcala,0,Disponible
2025-04-22,10:03:48,Baja California Sur,0,Disponible
2025-04-22,10:03:50,Michoacán,0,Disponible
2025-04-22,10:03:53,Durango,0,Disponible
2025-04-22,10:03:56,Sinaloa,0,Disponible
2025-04-22,10:03:59,Tabasco,0,Disponible
2025-04-22,10:04:02,Tamaulipas,0,Disponible
2025-04-22,10:04:05,Baja California,0,Disponible
2025-04-22,10:04:07,Campeche,0,Disponible
2025-04-22,10:04:10,SESEA_Zacatecas,1,Disponible
2025-04-23,10:13:04,Guanajuato,0,Disponible
2025-04-23,10:13:12,Quintana Roo,0,Disponible
2025-04-23,10:13:13,Chihuahua,0,Disponible
2025-04-23,10:13:14,Veracruz,0,Disponible
2025-04-23,10:13:15,Guerrero,0,Disponible
2025-04-23,10:13:17,SESEA_Yucatan,0,Disponible
2025-04-23,10:13:18,Puebla,0,Disponible
2025-04-23,10:13:20,Jalisco,5,Disponible
2025-04-23,10:13:22,SESEA_EdoMex,1,Disponible
2025-04-23,10:13:23,Tlaxcala,0,Disponible
2025-04-23,10:13:24,Baja California Sur,0,Disponible
2025-04-23,10:13:26,Michoacán,0,Disponible
2025-04-23,10:13:27,Durango,0,Disponible
2025-04-23,10:13:29,Sinaloa,0,Disponible
2025-04-23,10:13:31,Tabasco,0,Disponible
2025-04-23,10:13:33,Tamaulipas,0,Disponible
2025-04-23,10:13:34,Baja California,0,Disponible
2025-04-23,10:13:39,Campeche,0,No disponible/Request failed with status code 400
2025-04-23,10:13:48,SESEA_Zacatecas,1,Disponible
2025-04-24,10:03:07,Guanajuato,0,Disponible
2025-04-24,10:03:10,Quintana Roo,0,Disponible
2025-04-24,10:03:12,Chihuahua,0,Disponible
2025-04-24,10:03:13,Veracruz,0,Disponible
2025-04-24,10:03:15,Guerrero,0,Disponible
2025-04-24,10:03:17,Yucatán,0,Disponible
2025-04-24,10:03:18,Puebla,0,Disponible
2025-04-24,10:03:20,Jalisco,5,Disponible
2025-04-24,10:03:22,México,1,Disponible
2025-04-24,10:03:24,Tlaxcala,0,Disponible
2025-04-24,10:03:26,Baja California Sur,0,Disponible
2025-04-24,10:03:28,Michoacán,0,Disponible
2025-04-24,10:03:30,Durango,0,Disponible
2025-04-24,10:03:32,Sinaloa,0,Disponible
2025-04-24,10:03:34,Tabasco,0,Disponible
2025-04-24,10:03:37,Tamaulipas,0,Disponible
2025-04-24,10:03:38,Baja California,0,Disponible
2025-04-24,10:03:43,Campeche,0,No disponible/Request failed with status code 400
2025-04-24,10:03:53,Zacatecas,1,Disponible
2025-04-25,10:11:30,Guanajuato,0,Disponible
2025-04-25,10:11:33,Quintana Roo,0,Disponible
2025-04-25,10:11:35,Chihuahua,0,Disponible
2025-04-25,10:11:36,Veracruz,0,Disponible
2025-04-25,10:11:38,Guerrero,0,Disponible
2025-04-25,10:11:39,Yucatán,0,Disponible
2025-04-25,10:11:41,Puebla,0,Disponible
2025-04-25,10:11:43,Jalisco,5,Disponible
2025-04-25,10:11:45,México,1,Disponible
2025-04-25,10:11:47,Tlaxcala,0,Disponible
2025-04-25,10:11:49,Baja California Sur,0,Disponible
2025-04-25,10:11:51,Michoacán,0,Disponible
2025-04-25,10:12:02,Durango,0,Disponible
2025-04-25,10:12:03,Sinaloa,0,Disponible
2025-04-25,10:12:06,Tabasco,0,Disponible
2025-04-25,10:12:08,Tamaulipas,0,Disponible
2025-04-25,10:12:10,Baja California,0,Disponible
2025-04-25,10:12:15,Campeche,0,No disponible/Request failed with status code 400
2025-04-25,10:12:25,Zacatecas,1,Disponible
2025-04-28,10:11:57,Guanajuato,0,Disponible
2025-04-28,10:12:00,Quintana Roo,0,Disponible
2025-04-28,10:12:02,Chihuahua,0,Disponible
2025-04-28,10:12:03,Veracruz,0,Disponible
2025-04-28,10:12:05,Guerrero,0,Disponible
2025-04-28,10:12:07,Yucatán,0,Disponible
2025-04-28,10:12:09,Puebla,0,Disponible
