FECHA_EJECUCION,HORA_EJECUCION,ENTE,TOTAL_REGISTROS,ESTATUS
2025-03-19,11:47:00,Michoacán,ERROR,No disponible/Error reportado por la API
2025-03-19,11:47:00,Morelos,599,Disponible
2025-03-19,11:47:00,Oaxaca,ERROR,No disponible/Error reportado por la API
2025-03-19,11:47:00,Puebla,597,Disponible
2025-03-19,11:47:00,Querétaro,275,Disponible
2025-03-19,11:47:00,Quintana Roo,9,Disponible
2025-03-19,11:47:00,San Luis Potosí,477,Disponible
2025-03-19,11:47:00,SABG,205173,Disponible
2025-03-19,11:47:00,Sinaloa,247,Disponible
2025-03-19,11:47:00,Tabasco,468,Disponible
2025-03-19,11:47:00,Tlaxcala,22,Disponible
2025-03-19,11:47:00,Veracruz,62,Disponible
2025-03-19,11:47:00,Yucatán,16,Disponible
2025-03-19,11:47:00,Zacatecas,420,Disponible
2025-03-19,11:47:00,COFECE,100,Disponible
2025-03-19,11:47:00,CNDH,45,Disponible
2025-03-20,10:02:35,Aguascalientes,1598,Disponible
2025-03-20,10:02:35,Baja California Sur,80,Disponible
2025-03-20,10:02:35,Campeche,136,Disponible
2025-03-20,10:02:35,Chiapas,798,Disponible
2025-03-20,10:02:35,Chihuahua,715,Disponible
2025-03-20,10:02:35,Coahuila,220,Disponible
2025-03-20,10:02:35,Durango,1780,Disponible
2025-03-20,10:02:35,México,6235,Disponible
2025-03-20,10:02:35,Guanajuato,510,Disponible
2025-03-20,10:02:35,Guerrero,29,Disponible
2025-03-20,10:02:35,INEGI,3394,Disponible
2025-03-20,10:02:35,Jalisco,ERROR,No disponible/Error reportado por la API
2025-03-20,10:02:35,Michoacán,ERROR,No disponible/Error reportado por la API
2025-03-20,10:02:35,Morelos,599,Disponible
2025-03-20,10:02:35,Oaxaca,ERROR,No disponible/Error reportado por la API
2025-03-20,10:02:35,Puebla,597,Disponible
2025-03-20,10:02:35,Querétaro,275,Disponible
2025-03-20,10:02:35,Quintana Roo,9,Disponible
2025-03-20,10:02:35,San Luis Potosí,477,Disponible
2025-03-20,10:02:35,SABG,205173,Disponible
2025-03-20,10:02:35,Sinaloa,247,Disponible
2025-03-20,10:02:35,Tabasco,468,Disponible
2025-03-20,10:02:35,Tlaxcala,22,Disponible
2025-03-20,10:02:35,Veracruz,62,Disponible
2025-03-20,10:02:35,Yucatán,16,Disponible
2025-03-20,10:02:35,Zacatecas,422,Disponible
2025-03-20,10:02:35,COFECE,100,Disponible
2025-03-20,10:02:35,CNDH,ERROR,No disponible/Error reportado por la API
2025-03-21,10:02:29,Aguascalientes,1594,Disponible
2025-03-21,10:02:29,Baja California Sur,80,Disponible
2025-03-21,10:02:29,Campeche,136,Disponible
2025-03-21,10:02:29,Chiapas,798,Disponible
2025-03-21,10:02:29,Chihuahua,715,Disponible
2025-03-21,10:02:29,Coahuila,220,Disponible
2025-03-21,10:02:29,Durango,1779,Disponible
2025-03-21,10:02:29,México,ERROR,No disponible/Error reportado por la API
2025-03-21,10:02:29,Guanajuato,510,Disponible
2025-03-21,10:02:29,Guerrero,29,Disponible
2025-03-21,10:02:29,INEGI,ERROR,No disponible/Error reportado por la API
2025-03-21,10:02:29,Jalisco,ERROR,No disponible/Error reportado por la API
2025-03-21,10:02:29,Michoacán,ERROR,No disponible/Error reportado por la API
2025-03-21,10:02:29,Morelos,599,Disponible
2025-03-21,10:02:29,Oaxaca,ERROR,No disponible/Error reportado por la API
2025-03-21,10:02:29,Puebla,597,Disponible
2025-03-21,10:02:29,Querétaro,275,Disponible
2025-03-21,10:02:29,Quintana Roo,9,Disponible
2025-03-21,10:02:29,San Luis Potosí,479,Disponible
2025-03-21,10:02:29,SABG,205173,Disponible
2025-03-21,10:02:29,Sinaloa,247,Disponible
2025-03-21,10:02:29,Tabasco,468,Disponible
2025-03-21,10:02:29,Tlaxcala,22,Disponible
2025-03-21,10:02:29,Veracruz,62,Disponible
2025-03-21,10:02:29,Yucatán,16,Disponible
2025-03-21,10:02:29,Zacatecas,420,Disponible
2025-03-21,10:02:29,COFECE,100,Disponible
2025-03-21,10:02:29,CNDH,ERROR,No disponible/Error reportado por la API
2025-03-24,10:02:40,Aguascalientes,1594,Disponible
2025-03-24,10:02:40,Baja California Sur,80,Disponible
2025-03-24,10:02:40,Campeche,136,Disponible
2025-03-24,10:02:40,Chiapas,798,Disponible
2025-03-24,10:02:40,Chihuahua,715,Disponible
2025-03-24,10:02:40,Coahuila,ERROR,No disponible/Error reportado por la API
2025-03-24,10:02:40,Durango,1779,Disponible
2025-03-24,10:02:40,México,6235,Disponible
2025-03-24,10:02:40,Guanajuato,510,Disponible
2025-03-24,10:02:40,Guerrero,29,Disponible
2025-03-24,10:02:40,INEGI,3394,Disponible
2025-03-24,10:02:40,Jalisco,ERROR,No disponible/Error reportado por la API
2025-03-24,10:02:40,Michoacán,ERROR,No disponible/Error reportado por la API
2025-03-24,10:02:40,Morelos,599,Disponible
2025-03-24,10:02:40,Oaxaca,ERROR,No disponible/Error reportado por la API
2025-03-24,10:02:40,Puebla,597,Disponible
2025-03-24,10:02:40,Querétaro,275,Disponible
2025-03-24,10:02:40,Quintana Roo,9,Disponible
2025-03-24,10:02:40,San Luis Potosí,479,Disponible
2025-03-24,10:02:40,SABG,205173,Disponible
2025-03-24,10:02:40,Sinaloa,247,Disponible
2025-03-24,10:02:40,Tabasco,468,Disponible
2025-03-24,10:02:40,Tlaxcala,22,Disponible
2025-03-24,10:02:40,Veracruz,62,Disponible
2025-03-24,10:02:40,Yucatán,16,Disponible
2025-03-24,10:02:40,Zacatecas,414,Disponible
2025-03-24,10:02:40,COFECE,100,Disponible
2025-03-24,10:02:40,CNDH,ERROR,No disponible/Error reportado por la API
2025-03-25,10:02:56,Aguascalientes,1597,Disponible
2025-03-25,10:02:56,Baja California Sur,80,Disponible
2025-03-25,10:02:56,Campeche,136,Disponible
2025-03-25,10:02:56,Chiapas,798,Disponible
2025-03-25,10:02:56,Chihuahua,715,Disponible
2025-03-25,10:02:56,Coahuila,220,Disponible
2025-03-25,10:02:56,Durango,1779,Disponible
2025-03-25,10:02:56,México,6235,Disponible
2025-03-25,10:02:56,Guanajuato,510,Disponible
2025-03-25,10:02:56,Guerrero,29,Disponible
2025-03-25,10:02:56,INEGI,3394,Disponible
2025-03-25,10:02:56,Jalisco,ERROR,No disponible/Error reportado por la API
2025-03-25,10:02:56,Michoacán,468,Disponible
2025-03-25,10:02:56,Morelos,599,Disponible
2025-03-25,10:02:56,Oaxaca,ERROR,No disponible/Error reportado por la API
2025-03-25,10:02:56,Puebla,597,Disponible
2025-03-25,10:02:56,Querétaro,275,Disponible
2025-03-25,10:02:56,Quintana Roo,9,Disponible
2025-03-25,10:02:56,San Luis Potosí,1535,Disponible
2025-03-25,10:02:56,SABG,205173,Disponible
2025-03-25,10:02:56,Sinaloa,247,Disponible
2025-03-25,10:02:56,Tabasco,468,Disponible
2025-03-25,10:02:56,Tlaxcala,22,Disponible
2025-03-25,10:02:56,Veracruz,ERROR,No disponible/Error reportado por la API
2025-03-25,10:02:56,Yucatán,16,Disponible
2025-03-25,10:02:56,Zacatecas,408,Disponible
2025-03-25,10:02:56,COFECE,100,Disponible
2025-03-25,10:02:56,CNDH,ERROR,No disponible/Error reportado por la API
2025-03-26,10:02:49,Aguascalientes,1597,Disponible
2025-03-26,10:02:49,Baja California Sur,80,Disponible
2025-03-26,10:02:49,Campeche,136,Disponible
2025-03-26,10:02:49,Chiapas,798,Disponible
2025-03-26,10:02:49,Chihuahua,715,Disponible
2025-03-26,10:02:49,Coahuila,220,Disponible
2025-03-26,10:02:49,Durango,1779,Disponible
2025-03-26,10:02:49,México,6235,Disponible
2025-03-26,10:02:49,Guanajuato,510,Disponible
2025-03-26,10:02:49,Guerrero,29,Disponible
2025-03-26,10:02:49,INEGI,3394,Disponible
2025-03-26,10:02:49,Jalisco,ERROR,No disponible/Error reportado por la API
2025-03-26,10:02:49,Michoacán,468,Disponible
2025-03-26,10:02:49,Morelos,599,Disponible
2025-03-26,10:02:49,Oaxaca,ERROR,No disponible/Error reportado por la API
2025-03-26,10:02:49,Puebla,597,Disponible
2025-03-26,10:02:49,Querétaro,275,Disponible
2025-03-26,10:02:49,Quintana Roo,9,Disponible
2025-03-26,10:02:49,San Luis Potosí,1402,Disponible
2025-03-26,10:02:49,SABG,205173,Disponible
2025-03-26,10:02:49,Sinaloa,247,Disponible
2025-03-26,10:02:49,Tabasco,468,Disponible
2025-03-26,10:02:49,Tlaxcala,22,Disponible
2025-03-26,10:02:49,Veracruz,62,Disponible
2025-03-26,10:02:49,Yucatán,16,Disponible
2025-03-26,10:02:49,Zacatecas,408,Disponible
2025-03-26,10:02:49,COFECE,ERROR,No disponible/Error reportado por la API
2025-03-26,10:02:49,CNDH,ERROR,No disponible/Error reportado por la API
2025-03-27,10:02:57,Aguascalientes,1597,Disponible
2025-03-27,10:02:57,Baja California Sur,80,Disponible
2025-03-27,10:02:57,Campeche,136,Disponible
2025-03-27,10:02:57,Chiapas,798,Disponible
2025-03-27,10:02:57,Chihuahua,715,Disponible
2025-03-27,10:02:57,Coahuila,220,Disponible
2025-03-27,10:02:57,Durango,1780,Disponible
2025-03-27,10:02:57,México,6235,Disponible
2025-03-27,10:02:57,Guanajuato,510,Disponible
2025-03-27,10:02:57,Guerrero,29,Disponible
2025-03-27,10:02:57,INEGI,3394,Disponible
2025-03-27,10:02:57,Jalisco,ERROR,No disponible/Error reportado por la API
2025-03-27,10:02:57,Michoacán,468,Disponible
2025-03-27,10:02:57,Morelos,599,Disponible
2025-03-27,10:02:57,Oaxaca,ERROR,No disponible/Error reportado por la API
2025-03-27,10:02:57,Puebla,597,Disponible
2025-03-27,10:02:57,Querétaro,278,Disponible
2025-03-27,10:02:57,Quintana Roo,9,Disponible
2025-03-27,10:02:57,San Luis Potosí,1402,Disponible
2025-03-27,10:02:57,SABG,205322,Disponible
2025-03-27,10:02:57,Sinaloa,252,Disponible
2025-03-27,10:02:57,Tabasco,468,Disponible
2025-03-27,10:02:57,Tlaxcala,22,Disponible
2025-03-27,10:02:57,Veracruz,ERROR,No disponible/Error reportado por la API
2025-03-27,10:02:57,Yucatán,16,Disponible
2025-03-27,10:02:57,Zacatecas,412,Disponible
2025-03-27,10:02:57,COFECE,100,Disponible
2025-03-27,10:02:57,CNDH,ERROR,No disponible/Error reportado por la API
2025-03-28,10:48:47,Aguascalientes,1602,Disponible
2025-03-28,10:48:47,Baja California Sur,80,Disponible
2025-03-28,10:48:47,Campeche,136,Disponible
2025-03-28,10:48:47,Chiapas,798,Disponible
2025-03-28,10:48:47,Chihuahua,715,Disponible
2025-03-28,10:48:47,Coahuila,220,Disponible
2025-03-28,10:48:47,Durango,1780,Disponible
2025-03-28,10:48:47,México,6235,Disponible
2025-03-28,10:48:47,Guanajuato,510,Disponible
2025-03-28,10:48:47,Guerrero,29,Disponible
2025-03-28,10:48:47,INEGI,3394,Disponible
2025-03-28,10:48:47,Jalisco,ERROR,No disponible/Error reportado por la API
2025-03-28,10:48:47,Michoacán,468,Disponible
2025-03-28,10:48:47,Morelos,599,Disponible
2025-03-28,10:48:47,Oaxaca,ERROR,No disponible/Error reportado por la API
2025-03-28,10:48:47,Puebla,597,Disponible
2025-03-28,10:48:47,Querétaro,278,Disponible
2025-03-28,10:48:47,Quintana Roo,9,Disponible
2025-03-28,10:48:47,San Luis Potosí,1402,Disponible
2025-03-28,10:48:47,SABG,205322,Disponible
2025-03-28,10:48:47,Sinaloa,252,Disponible
2025-03-28,10:48:47,Tabasco,468,Disponible
2025-03-28,10:48:47,Tlaxcala,22,Disponible
2025-03-28,10:48:47,Veracruz,62,Disponible
2025-03-28,10:48:47,Yucatán,16,Disponible
2025-03-28,10:48:47,Zacatecas,416,Disponible
2025-03-28,10:48:47,COFECE,100,Disponible
2025-03-28,10:48:47,CNDH,ERROR,No disponible/Error reportado por la API
2025-03-31,10:02:57,Aguascalientes,1602,Disponible
2025-03-31,10:02:57,Baja California Sur,80,Disponible
2025-03-31,10:02:57,Campeche,136,Disponible
2025-03-31,10:02:57,Chiapas,798,Disponible
2025-03-31,10:02:57,Chihuahua,715,Disponible
2025-03-31,10:02:57,Coahuila,220,Disponible
2025-03-31,10:02:57,Durango,1781,Disponible
2025-03-31,10:02:57,México,6235,Disponible
2025-03-31,10:02:57,Guanajuato,510,Disponible
2025-03-31,10:02:57,Guerrero,29,Disponible
2025-03-31,10:02:57,INEGI,3394,Disponible
2025-03-31,10:02:57,Jalisco,ERROR,No disponible/Error reportado por la API
2025-03-31,10:02:57,Michoacán,468,Disponible
2025-03-31,10:02:57,Morelos,599,Disponible
2025-03-31,10:02:57,Oaxaca,ERROR,No disponible/Error reportado por la API
2025-03-31,10:02:57,Puebla,597,Disponible
2025-03-31,10:02:57,Querétaro,278,Disponible
2025-03-31,10:02:57,Quintana Roo,9,Disponible
2025-03-31,10:02:57,San Luis Potosí,1402,Disponible
2025-03-31,10:02:57,SABG,205322,Disponible
2025-03-31,10:02:57,Sinaloa,252,Disponible
2025-03-31,10:02:57,Tabasco,468,Disponible
2025-03-31,10:02:57,Tlaxcala,22,Disponible
2025-03-31,10:02:57,Veracruz,ERROR,No disponible/Error reportado por la API
2025-03-31,10:02:57,Yucatán,16,Disponible
2025-03-31,10:02:57,Zacatecas,415,Disponible
2025-03-31,10:02:57,COFECE,100,Disponible
2025-03-31,10:02:57,CNDH,ERROR,No disponible/Error reportado por la API
2025-04-01,10:28:41,Aguascalientes,1606,Disponible
2025-04-01,10:28:41,Baja California Sur,80,Disponible
2025-04-01,10:28:41,Campeche,136,Disponible
2025-04-01,10:28:41,Chiapas,798,Disponible
2025-04-01,10:28:41,Chihuahua,715,Disponible
2025-04-01,10:28:41,Coahuila,220,Disponible
2025-04-01,10:28:41,Durango,1781,Disponible
2025-04-01,10:28:41,México,6236,Disponible
2025-04-01,10:28:41,Guanajuato,ERROR,No disponible/Error reportado por la API
2025-04-01,10:28:41,Guerrero,29,Disponible
2025-04-01,10:28:41,INEGI,3394,Disponible
2025-04-01,10:28:41,Jalisco,ERROR,No disponible/Error reportado por la API
2025-04-01,10:28:41,Michoacán,468,Disponible
2025-04-01,10:28:41,Morelos,599,Disponible
2025-04-01,10:28:41,Oaxaca,ERROR,No disponible/Error reportado por la API
2025-04-01,10:28:41,Puebla,ERROR,No disponible/Error reportado por la API
2025-04-01,10:28:41,Querétaro,281,Disponible
2025-04-01,10:28:41,Quintana Roo,9,Disponible
2025-04-01,10:28:41,San Luis Potosí,1402,Disponible
2025-04-01,10:28:41,SABG,205559,Disponible
2025-04-01,10:28:41,Sinaloa,255,Disponible
2025-04-01,10:28:41,Tabasco,ERROR,No disponible/Error reportado por la API
2025-04-01,10:28:41,Tlaxcala,22,Disponible
2025-04-01,10:28:41,Veracruz,62,Disponible
2025-04-01,10:28:41,Yucatán,16,Disponible
2025-04-01,10:28:41,Zacatecas,415,Disponible
2025-04-01,10:28:41,COFECE,100,Disponible
2025-04-01,10:28:41,CNDH,ERROR,No disponible/Error reportado por la API
2025-04-02,10:03:08,Aguascalientes,1618,Disponible
2025-04-02,10:03:08,Baja California Sur,80,Disponible
2025-04-02,10:03:08,Campeche,136,Disponible
2025-04-02,10:03:08,Chiapas,798,Disponible
2025-04-02,10:03:08,Chihuahua,715,Disponible
2025-04-02,10:03:08,Coahuila,220,Disponible
2025-04-02,10:03:08,Durango,1781,Disponible
2025-04-02,10:03:08,México,6236,Disponible
2025-04-02,10:03:08,Guanajuato,510,Disponible
2025-04-02,10:03:08,Guerrero,29,Disponible
2025-04-02,10:03:08,INEGI,ERROR,No disponible/Error reportado por la API
2025-04-02,10:03:08,Jalisco,2081,Disponible
2025-04-02,10:03:08,Michoacán,468,Disponible
2025-04-02,10:03:08,Morelos,599,Disponible
2025-04-02,10:03:08,Oaxaca,ERROR,No disponible/Error reportado por la API
2025-04-02,10:03:08,Puebla,597,Disponible
2025-04-02,10:03:08,Querétaro,281,Disponible
2025-04-02,10:03:08,Quintana Roo,9,Disponible
2025-04-02,10:03:08,San Luis Potosí,1402,Disponible
2025-04-02,10:03:08,SABG,205559,Disponible
2025-04-02,10:03:08,Sinaloa,255,Disponible
2025-04-02,10:03:08,Tabasco,468,Disponible
2025-04-02,10:03:08,Tlaxcala,22,Disponible
2025-04-02,10:03:08,Veracruz,ERROR,No disponible/Error reportado por la API
2025-04-02,10:03:08,Yucatán,16,Disponible
2025-04-02,10:03:08,Zacatecas,415,Disponible
2025-04-02,10:03:08,COFECE,100,Disponible
2025-04-02,10:03:08,CNDH,ERROR,No disponible/Error reportado por la API
2025-04-03,10:03:02,Aguascalientes,1618,Disponible
2025-04-03,10:03:02,Baja California Sur,80,Disponible
2025-04-03,10:03:02,Campeche,136,Disponible
2025-04-03,10:03:02,Chiapas,798,Disponible
2025-04-03,10:03:02,Chihuahua,715,Disponible
2025-04-03,10:03:02,Coahuila,220,Disponible
2025-04-03,10:03:02,Durango,1781,Disponible
2025-04-03,10:03:02,México,6236,Disponible
2025-04-03,10:03:02,Guanajuato,510,Disponible
2025-04-03,10:03:02,Guerrero,29,Disponible
2025-04-03,10:03:02,INEGI,3394,Disponible
2025-04-03,10:03:02,Jalisco,2081,Disponible
2025-04-03,10:03:02,Michoacán,468,Disponible
2025-04-03,10:03:02,Morelos,599,Disponible
2025-04-03,10:03:02,Oaxaca,ERROR,No disponible/Error reportado por la API
2025-04-03,10:03:02,Puebla,597,Disponible
2025-04-03,10:03:02,Querétaro,281,Disponible
2025-04-03,10:03:02,Quintana Roo,9,Disponible
2025-04-03,10:03:02,San Luis Potosí,1402,Disponible
2025-04-03,10:03:02,SABG,205559,Disponible
2025-04-03,10:03:02,Sinaloa,255,Disponible
2025-04-03,10:03:02,Tabasco,468,Disponible
2025-04-03,10:03:02,Tlaxcala,22,Disponible
2025-04-03,10:03:02,Veracruz,62,Disponible
2025-04-03,10:03:02,Yucatán,16,Disponible
2025-04-03,10:03:02,Zacatecas,415,Disponible
2025-04-03,10:03:02,COFECE,100,Disponible
2025-04-03,10:03:02,CNDH,ERROR,No disponible/Error reportado por la API
2025-04-04,10:03:16,Aguascalientes,1618,Disponible
2025-04-04,10:03:16,Baja California Sur,80,Disponible
2025-04-04,10:03:16,Campeche,136,Disponible
2025-04-04,10:03:16,Chiapas,798,Disponible
2025-04-04,10:03:16,Chihuahua,715,Disponible
2025-04-04,10:03:16,Coahuila,220,Disponible
2025-04-04,10:03:16,Durango,1781,Disponible
2025-04-04,10:03:16,México,6236,Disponible
2025-04-04,10:03:16,Guanajuato,510,Disponible
2025-04-04,10:03:16,Guerrero,29,Disponible
2025-04-04,10:03:16,INEGI,3394,Disponible
2025-04-04,10:03:16,Jalisco,2081,Disponible
2025-04-04,10:03:16,Michoacán,468,Disponible
2025-04-04,10:03:16,Morelos,670,Disponible
2025-04-04,10:03:16,Oaxaca,ERROR,No disponible/Error reportado por la API
2025-04-04,10:03:16,Puebla,597,Disponible
2025-04-04,10:03:16,Querétaro,283,Disponible
2025-04-04,10:03:16,Quintana Roo,9,Disponible
2025-04-04,10:03:16,San Luis Potosí,484,Disponible
2025-04-04,10:03:16,SABG,205559,Disponible
2025-04-04,10:03:16,Sinaloa,255,Disponible
2025-04-04,10:03:16,Tabasco,468,Disponible
2025-04-04,10:03:16,Tlaxcala,22,Disponible
2025-04-04,10:03:16,Veracruz,62,Disponible
2025-04-04,10:03:16,Yucatán,16,Disponible
2025-04-04,10:03:16,Zacatecas,415,Disponible
2025-04-04,10:03:16,COFECE,100,Disponible
2025-04-04,10:03:16,CNDH,ERROR,No disponible/Error reportado por la API
2025-04-07,10:12:38,Aguascalientes,1618,Disponible
2025-04-07,10:12:38,Baja California Sur,80,Disponible
2025-04-07,10:12:38,Campeche,136,Disponible
2025-04-07,10:12:38,Chiapas,798,Disponible
2025-04-07,10:12:38,Chihuahua,715,Disponible
2025-04-07,10:12:38,Coahuila,220,Disponible
2025-04-07,10:12:38,Durango,1781,Disponible
2025-04-07,10:12:38,México,6236,Disponible
2025-04-07,10:12:38,Guanajuato,510,Disponible
2025-04-07,10:12:38,Guerrero,29,Disponible
2025-04-07,10:12:38,INEGI,ERROR,No disponible/Error reportado por la API
2025-04-07,10:12:38,Jalisco,2081,Disponible
2025-04-07,10:12:38,Michoacán,ERROR,No disponible/Error reportado por la API
2025-04-07,10:12:38,Morelos,670,Disponible
2025-04-07,10:12:38,Oaxaca,ERROR,No disponible/Error reportado por la API
2025-04-07,10:12:38,Puebla,597,Disponible
2025-04-07,10:12:38,Querétaro,283,Disponible
2025-04-07,10:12:38,Quintana Roo,9,Disponible
2025-04-07,10:12:38,San Luis Potosí,484,Disponible
2025-04-07,10:12:38,SABG,205559,Disponible
2025-04-07,10:12:38,Sinaloa,262,Disponible
2025-04-07,10:12:38,Tabasco,468,Disponible
2025-04-07,10:12:38,Tlaxcala,22,Disponible
2025-04-07,10:12:38,Veracruz,62,Disponible
2025-04-07,10:12:38,Yucatán,16,Disponible
2025-04-07,10:12:38,Zacatecas,416,Disponible
2025-04-07,10:12:38,COFECE,100,Disponible
2025-04-07,10:12:38,CNDH,ERROR,No disponible/Error reportado por la API
2025-04-08,10:02:37,Aguascalientes,1621,Disponible
2025-04-08,10:02:37,Baja California Sur,80,Disponible
2025-04-08,10:02:37,Campeche,136,Disponible
2025-04-08,10:02:37,Chiapas,798,Disponible
2025-04-08,10:02:37,Chihuahua,715,Disponible
2025-04-08,10:02:37,Coahuila,220,Disponible
2025-04-08,10:02:37,Durango,1781,Disponible
2025-04-08,10:02:37,México,6245,Disponible
2025-04-08,10:02:37,Guanajuato,510,Disponible
2025-04-08,10:02:37,Guerrero,29,Disponible
2025-04-08,10:02:37,INEGI,3394,Disponible
2025-04-08,10:02:37,Jalisco,2081,Disponible
2025-04-08,10:02:37,Michoacán,ERROR,No disponible/Error reportado por la API
2025-04-08,10:02:37,Morelos,670,Disponible
2025-04-08,10:02:37,Oaxaca,ERROR,No disponible/Error reportado por la API
2025-04-08,10:02:37,Puebla,597,Disponible
2025-04-08,10:02:37,Querétaro,283,Disponible
2025-04-08,10:02:37,Quintana Roo,9,Disponible
2025-04-08,10:02:37,San Luis Potosí,484,Disponible
