FECHA_EJECUCION,HORA_EJECUCION,ENTE,TOTAL_REGISTROS,ESTATUS
2025-03-19,11:47:49,Baja California,0,Disponible
2025-03-20,10:02:51,Guanajuato,23,Disponible
2025-03-20,10:02:54,Quintana Roo,17,Disponible
2025-03-20,10:02:55,Chihuahua,9,Disponible
2025-03-20,10:02:57,Veracruz,10,Disponible
2025-03-20,10:02:59,Guerrero,3,Disponible
2025-03-20,10:03:01,Yucatán,0,Disponible
2025-03-20,10:03:02,Puebla,12,Disponible
2025-03-20,10:03:04,Jalisco,10,Disponible
2025-03-20,10:03:07,México,226,Disponible
2025-03-20,10:03:09,Tlaxcala,0,Disponible
2025-03-20,10:03:10,Baja California Sur,1,Disponible
2025-03-20,10:03:12,Michoacán,1,Disponible
2025-03-20,10:03:14,Durango,3,Disponible
2025-03-20,10:03:16,Sinaloa,2,Disponible
2025-03-20,10:03:19,Tabasco,2,Disponible
2025-03-20,10:03:21,Tamaulipas,0,Disponible
2025-03-20,10:03:23,Baja California,0,Disponible
2025-03-21,10:02:43,Guanajuato,23,Disponible
2025-03-21,10:02:46,Quintana Roo,17,Disponible
2025-03-21,10:02:47,Chihuahua,9,Disponible
2025-03-21,10:02:49,Veracruz,10,Disponible
2025-03-21,10:02:50,Guerrero,3,Disponible
2025-03-21,10:02:52,Yucatán,0,Disponible
2025-03-21,10:02:54,Puebla,12,Disponible
2025-03-21,10:02:55,Jalisco,10,Disponible
2025-03-21,10:02:57,México,226,Disponible
2025-03-21,10:02:59,Tlaxcala,0,Disponible
2025-03-21,10:03:01,Baja California Sur,1,Disponible
2025-03-21,10:03:05,Michoacán,1,Disponible
2025-03-21,10:03:07,Durango,3,Disponible
2025-03-21,10:03:09,Sinaloa,2,Disponible
2025-03-21,10:03:12,Tabasco,2,Disponible
2025-03-21,10:03:14,Tamaulipas,0,Disponible
2025-03-21,10:03:16,Baja California,0,Disponible
2025-03-24,10:02:54,Guanajuato,23,Disponible
2025-03-24,10:02:57,Quintana Roo,17,Disponible
2025-03-24,10:02:58,Chihuahua,9,Disponible
2025-03-24,10:03:00,Veracruz,10,Disponible
2025-03-24,10:03:02,Guerrero,3,Disponible
2025-03-24,10:03:04,Yucatán,0,Disponible
2025-03-24,10:03:05,Puebla,12,Disponible
2025-03-24,10:03:07,Jalisco,10,Disponible
2025-03-24,10:03:09,México,226,Disponible
2025-03-24,10:03:11,Tlaxcala,0,Disponible
2025-03-24,10:03:13,Baja California Sur,1,Disponible
2025-03-24,10:03:15,Michoacán,1,Disponible
2025-03-24,10:03:17,Durango,3,Disponible
2025-03-24,10:03:19,Sinaloa,2,Disponible
2025-03-24,10:03:22,Tabasco,2,Disponible
2025-03-24,10:03:24,Tamaulipas,0,Disponible
2025-03-24,10:03:26,Baja California,0,Disponible
2025-03-25,10:03:13,Guanajuato,23,Disponible
2025-03-25,10:03:15,Quintana Roo,17,Disponible
2025-03-25,10:03:17,Chihuahua,9,Disponible
2025-03-25,10:05:17,Veracruz,0,No disponible/socket hang up
2025-03-25,10:06:20,Guerrero,3,Disponible
2025-03-25,10:06:22,Yucatán,0,Disponible
2025-03-25,10:06:23,Puebla,12,Disponible
2025-03-25,10:06:25,Jalisco,10,Disponible
2025-03-25,10:06:27,México,226,Disponible
2025-03-25,10:06:28,Tlaxcala,0,Disponible
2025-03-25,10:06:30,Baja California Sur,1,Disponible
2025-03-25,10:06:32,Michoacán,1,Disponible
2025-03-25,10:06:33,Durango,3,Disponible
2025-03-25,10:06:36,Sinaloa,2,Disponible
2025-03-25,10:06:38,Tabasco,2,Disponible
2025-03-25,10:06:40,Tamaulipas,0,Disponible
2025-03-25,10:06:42,Baja California,0,Disponible
2025-03-26,10:03:04,Guanajuato,23,Disponible
2025-03-26,10:03:06,Quintana Roo,17,Disponible
2025-03-26,10:03:06,Chihuahua,9,Disponible
2025-03-26,10:03:07,Veracruz,10,Disponible
2025-03-26,10:03:09,Guerrero,3,Disponible
2025-03-26,10:03:10,Yucatán,0,Disponible
2025-03-26,10:03:11,Puebla,12,Disponible
2025-03-26,10:03:12,Jalisco,10,Disponible
2025-03-26,10:03:14,México,226,Disponible
2025-03-26,10:03:15,Tlaxcala,0,Disponible
2025-03-26,10:03:16,Baja California Sur,1,Disponible
2025-03-26,10:03:18,Michoacán,1,Disponible
2025-03-26,10:03:19,Durango,3,Disponible
2025-03-26,10:03:21,Sinaloa,2,Disponible
2025-03-26,10:03:23,Tabasco,2,Disponible
2025-03-26,10:03:24,Tamaulipas,0,Disponible
2025-03-26,10:03:26,Baja California,0,Disponible
2025-03-27,10:03:12,Guanajuato,23,Disponible
2025-03-27,10:03:14,Quintana Roo,17,Disponible
2025-03-27,10:03:15,Chihuahua,9,Disponible
2025-03-27,10:06:16,Veracruz,0,No disponible/Request failed with status code 504
2025-03-27,10:07:17,Guerrero,3,Disponible
2025-03-27,10:07:18,Yucatán,0,Disponible
2025-03-27,10:07:20,Puebla,12,Disponible
2025-03-27,10:07:21,Jalisco,10,Disponible
2025-03-27,10:07:22,México,226,Disponible
2025-03-27,10:07:24,Tlaxcala,0,Disponible
2025-03-27,10:07:25,Baja California Sur,1,Disponible
2025-03-27,10:07:27,Michoacán,1,Disponible
2025-03-27,10:07:28,Durango,3,Disponible
2025-03-27,10:07:30,Sinaloa,2,Disponible
2025-03-27,10:07:32,Tabasco,2,Disponible
2025-03-27,10:07:34,Tamaulipas,0,Disponible
2025-03-27,10:07:35,Baja California,0,Disponible
2025-03-28,10:49:05,Guanajuato,23,Disponible
2025-03-28,10:49:08,Quintana Roo,17,Disponible
2025-03-28,10:49:09,Chihuahua,9,Disponible
2025-03-28,10:49:11,Veracruz,10,Disponible
2025-03-28,10:49:13,Guerrero,3,Disponible
2025-03-28,10:49:15,Yucatán,0,Disponible
2025-03-28,10:49:17,Puebla,14,Disponible
2025-03-28,10:49:19,Jalisco,10,Disponible
2025-03-28,10:49:20,México,226,Disponible
2025-03-28,10:49:22,Tlaxcala,0,Disponible
2025-03-28,10:49:24,Baja California Sur,1,Disponible
2025-03-28,10:49:26,Michoacán,1,Disponible
2025-03-28,10:49:28,Durango,3,Disponible
2025-03-28,10:49:30,Sinaloa,2,Disponible
2025-03-28,10:49:33,Tabasco,2,Disponible
2025-03-28,10:49:35,Tamaulipas,0,Disponible
2025-03-28,10:49:37,Baja California,0,Disponible
2025-03-31,10:03:10,Guanajuato,23,Disponible
2025-03-31,10:03:13,Quintana Roo,17,Disponible
2025-03-31,10:03:14,Chihuahua,9,Disponible
2025-03-31,10:06:14,Veracruz,0,No disponible/Request failed with status code 504
2025-03-31,10:07:16,Guerrero,3,Disponible
2025-03-31,10:07:17,Yucatán,0,Disponible
2025-03-31,10:07:18,Puebla,14,Disponible
2025-03-31,10:07:20,Jalisco,10,Disponible
2025-03-31,10:07:22,México,226,Disponible
2025-03-31,10:07:23,Tlaxcala,0,Disponible
2025-03-31,10:07:25,Baja California Sur,1,Disponible
2025-03-31,10:07:26,Michoacán,1,Disponible
2025-03-31,10:07:28,Durango,3,Disponible
2025-03-31,10:07:30,Sinaloa,2,Disponible
2025-03-31,10:07:33,Tabasco,2,Disponible
2025-03-31,10:07:35,Tamaulipas,0,Disponible
2025-03-31,10:07:36,Baja California,0,Disponible
2025-04-01,10:28:56,Guanajuato,23,Disponible
2025-04-01,10:28:59,Quintana Roo,17,Disponible
2025-04-01,10:29:00,Chihuahua,9,Disponible
2025-04-01,10:32:01,Veracruz,0,No disponible/Request failed with status code 504
2025-04-01,10:33:03,Guerrero,3,Disponible
2025-04-01,10:33:05,Yucatán,0,Disponible
2025-04-01,10:36:06,Puebla,0,No disponible/Request failed with status code 504
2025-04-01,10:37:08,Jalisco,10,Disponible
2025-04-01,10:37:10,México,226,Disponible
2025-04-01,10:37:12,Tlaxcala,0,Disponible
2025-04-01,10:37:14,Baja California Sur,1,Disponible
2025-04-01,10:37:16,Michoacán,1,Disponible
2025-04-01,10:37:18,Durango,3,Disponible
2025-04-01,10:37:20,Sinaloa,2,Disponible
2025-04-01,10:39:22,Tabasco,0,No disponible/Request failed with status code 504
2025-04-01,10:41:24,Tamaulipas,0,No disponible/Request failed with status code 504
2025-04-01,10:41:26,Baja California,0,Disponible
2025-04-02,10:03:24,Guanajuato,23,Disponible
2025-04-02,10:03:27,Quintana Roo,17,Disponible
2025-04-02,10:03:29,Chihuahua,9,Disponible
2025-04-02,10:03:30,Veracruz,10,Disponible
2025-04-02,10:03:32,Guerrero,3,Disponible
2025-04-02,10:03:34,Yucatán,0,Disponible
2025-04-02,10:03:36,Puebla,14,Disponible
2025-04-02,10:03:38,Jalisco,10,Disponible
2025-04-02,10:03:40,México,226,Disponible
2025-04-02,10:03:42,Tlaxcala,0,Disponible
2025-04-02,10:03:44,Baja California Sur,1,Disponible
2025-04-02,10:03:45,Michoacán,1,Disponible
2025-04-02,10:03:47,Durango,3,Disponible
2025-04-02,10:03:49,Sinaloa,2,Disponible
2025-04-02,10:03:52,Tabasco,2,Disponible
2025-04-02,10:03:54,Tamaulipas,0,Disponible
2025-04-02,10:03:56,Baja California,0,Disponible
2025-04-03,10:03:17,Guanajuato,23,Disponible
2025-04-03,10:03:19,Quintana Roo,17,Disponible
2025-04-03,10:03:20,Chihuahua,9,Disponible
2025-04-03,10:03:21,Veracruz,10,Disponible
2025-04-03,10:03:22,Guerrero,3,Disponible
2025-04-03,10:03:24,Yucatán,0,Disponible
2025-04-03,10:03:25,Puebla,14,Disponible
2025-04-03,10:03:27,Jalisco,10,Disponible
2025-04-03,10:03:28,México,0,No disponible/Request failed with status code 400
2025-04-03,10:03:29,Tlaxcala,0,Disponible
2025-04-03,10:03:30,Baja California Sur,1,Disponible
2025-04-03,10:03:32,Michoacán,1,Disponible
2025-04-03,10:03:33,Durango,3,Disponible
2025-04-03,10:03:35,Sinaloa,2,Disponible
2025-04-03,10:03:37,Tabasco,2,Disponible
2025-04-03,10:03:39,Tamaulipas,0,Disponible
2025-04-03,10:03:40,Baja California,0,Disponible
2025-04-03,10:03:43,SESEA_CAMPECHE,0,Disponible
2025-04-04,10:03:33,Guanajuato,23,Disponible
2025-04-04,10:03:36,Quintana Roo,17,Disponible
2025-04-04,10:03:38,Chihuahua,9,Disponible
2025-04-04,10:03:41,Veracruz,10,Disponible
2025-04-04,10:03:43,Guerrero,3,Disponible
2025-04-04,10:03:46,Yucatán,0,Disponible
2025-04-04,10:03:48,Puebla,14,Disponible
2025-04-04,10:03:51,Jalisco,10,Disponible
2025-04-04,10:03:53,México,0,No disponible/Request failed with status code 400
2025-04-04,10:03:56,Tlaxcala,0,Disponible
2025-04-04,10:03:58,Baja California Sur,1,Disponible
2025-04-04,10:04:01,Michoacán,1,Disponible
2025-04-04,10:04:03,Durango,3,Disponible
2025-04-04,10:04:06,Sinaloa,2,Disponible
2025-04-04,10:04:09,Tabasco,2,Disponible
2025-04-04,10:04:12,Tamaulipas,0,Disponible
2025-04-04,10:04:15,Baja California,0,Disponible
2025-04-04,10:04:18,SESEA_CAMPECHE,0,Disponible
2025-04-07,10:12:54,Guanajuato,23,Disponible
2025-04-07,10:12:57,Quintana Roo,17,Disponible
2025-04-07,10:12:58,Chihuahua,9,Disponible
2025-04-07,10:13:00,Veracruz,10,Disponible
2025-04-07,10:13:02,Guerrero,3,Disponible
2025-04-07,10:13:04,Yucatán,0,Disponible
2025-04-07,10:13:06,Puebla,14,Disponible
2025-04-07,10:13:08,Jalisco,10,Disponible
2025-04-07,10:13:10,México,226,Disponible
2025-04-07,10:13:12,Tlaxcala,0,Disponible
2025-04-07,10:13:14,Baja California Sur,1,Disponible
2025-04-07,10:16:15,Michoacán,0,No disponible/Request failed with status code 504
2025-04-07,10:17:17,Durango,3,Disponible
2025-04-07,10:17:19,Sinaloa,2,Disponible
2025-04-07,10:17:22,Tabasco,2,Disponible
2025-04-07,10:17:24,Tamaulipas,0,Disponible
2025-04-07,10:17:26,Baja California,0,Disponible
2025-04-07,10:17:28,SESEA_CAMPECHE,0,Disponible
2025-04-08,10:02:52,Guanajuato,23,Disponible
2025-04-08,10:02:55,Quintana Roo,17,Disponible
2025-04-08,10:02:56,Chihuahua,9,Disponible
2025-04-08,10:02:58,Veracruz,10,Disponible
2025-04-08,10:03:00,Guerrero,3,Disponible
2025-04-08,10:03:02,Yucatán,0,Disponible
2025-04-08,10:03:04,Puebla,14,Disponible
2025-04-08,10:03:06,Jalisco,10,Disponible
2025-04-08,10:03:08,México,226,Disponible
2025-04-08,10:03:10,Tlaxcala,0,Disponible
2025-04-08,10:03:12,Baja California Sur,1,Disponible
2025-04-08,10:04:17,Michoacán,0,No disponible/Request failed with status code 400
2025-04-08,10:04:40,Durango,3,Disponible
2025-04-08,10:04:42,Sinaloa,2,Disponible
2025-04-08,10:04:44,Tabasco,2,Disponible
2025-04-08,10:04:46,Tamaulipas,0,Disponible
2025-04-08,10:04:47,Baja California,0,Disponible
2025-04-08,10:04:49,SESEA_CAMPECHE,0,Disponible
2025-04-09,10:03:23,Guanajuato,23,Disponible
2025-04-09,10:03:26,Quintana Roo,17,Disponible
2025-04-09,10:03:26,Chihuahua,9,Disponible
2025-04-09,10:03:28,Veracruz,10,Disponible
2025-04-09,10:03:29,Guerrero,3,Disponible
2025-04-09,10:03:31,Yucatán,0,Disponible
2025-04-09,10:03:32,Puebla,14,Disponible
2025-04-09,10:03:33,Jalisco,10,Disponible
2025-04-09,10:03:35,México,226,Disponible
2025-04-09,10:03:37,Tlaxcala,0,Disponible
2025-04-09,10:03:38,Baja California Sur,1,Disponible
2025-04-09,10:04:42,Michoacán,0,No disponible/Request failed with status code 400
2025-04-09,10:05:05,Durango,3,Disponible
2025-04-09,10:05:07,Sinaloa,2,Disponible
2025-04-09,10:05:09,Tabasco,2,Disponible
2025-04-09,10:05:11,Tamaulipas,0,Disponible
2025-04-09,10:05:13,Baja California,0,Disponible
2025-04-09,10:05:14,SESEA_CAMPECHE,0,Disponible
2025-04-10,10:02:51,Guanajuato,23,Disponible
2025-04-10,10:02:54,Quintana Roo,17,Disponible
2025-04-10,10:02:55,Chihuahua,9,Disponible
2025-04-10,10:02:57,Veracruz,10,Disponible
2025-04-10,10:02:59,Guerrero,3,Disponible
2025-04-10,10:03:01,Yucatán,0,Disponible
2025-04-10,10:03:03,Puebla,14,Disponible
2025-04-10,10:03:05,Jalisco,10,Disponible
2025-04-10,10:03:07,México,226,Disponible
2025-04-10,10:03:09,Tlaxcala,0,Disponible
2025-04-10,10:03:10,Baja California Sur,1,Disponible
2025-04-10,10:03:18,Michoacán,1,Disponible
2025-04-10,10:03:20,Durango,3,Disponible
2025-04-10,10:03:22,Sinaloa,2,Disponible
2025-04-10,10:03:24,Tabasco,2,Disponible
2025-04-10,10:03:27,Tamaulipas,0,Disponible
2025-04-10,10:03:28,Baja California,0,Disponible
2025-04-10,10:03:30,SESEA_CAMPECHE,0,Disponible
2025-04-11,10:03:00,Guanajuato,23,Disponible
2025-04-11,10:03:02,Quintana Roo,17,Disponible
2025-04-11,10:03:04,Chihuahua,9,Disponible
2025-04-11,10:03:05,Veracruz,10,Disponible
2025-04-11,10:03:06,Guerrero,3,Disponible
2025-04-11,10:03:08,Yucatán,0,Disponible
2025-04-11,10:03:09,Puebla,14,Disponible
2025-04-11,10:03:11,Jalisco,10,Disponible
2025-04-11,10:03:12,México,226,Disponible
2025-04-11,10:03:14,Tlaxcala,0,Disponible
2025-04-11,10:03:15,Baja California Sur,1,Disponible
2025-04-11,10:03:17,Michoacán,1,Disponible
2025-04-11,10:03:18,Durango,3,Disponible
2025-04-11,10:03:20,Sinaloa,2,Disponible
2025-04-11,10:03:23,Tabasco,2,Disponible
2025-04-11,10:03:25,Tamaulipas,0,Disponible
2025-04-11,10:03:26,Baja California,0,Disponible
2025-04-11,10:03:27,SESEA_CAMPECHE,0,Disponible
2025-04-14,10:09:38,Guanajuato,23,Disponible
2025-04-14,10:09:40,Quintana Roo,17,Disponible
2025-04-14,10:09:41,Chihuahua,9,Disponible
2025-04-14,10:09:43,Veracruz,10,Disponible
2025-04-14,10:09:45,Guerrero,3,Disponible
2025-04-14,10:09:47,Yucatán,0,Disponible
2025-04-14,10:09:49,Puebla,14,Disponible
2025-04-14,10:09:51,Jalisco,10,Disponible
2025-04-14,10:09:53,México,226,Disponible
2025-04-14,10:09:55,Tlaxcala,0,Disponible
2025-04-14,10:09:57,Baja California Sur,1,Disponible
2025-04-14,10:09:59,Michoacán,1,Disponible
2025-04-14,10:10:01,Durango,3,Disponible
2025-04-14,10:10:03,Sinaloa,2,Disponible
2025-04-14,10:10:05,Tabasco,2,Disponible
2025-04-14,10:10:08,Tamaulipas,0,Disponible
2025-04-14,10:10:09,Baja California,0,Disponible
2025-04-14,10:10:11,SESEA_CAMPECHE,0,Disponible
2025-04-15,10:02:52,Guanajuato,23,Disponible
2025-04-15,10:02:55,Quintana Roo,17,Disponible
2025-04-15,10:03:29,Chihuahua,9,Disponible
2025-04-15,10:03:31,Veracruz,10,Disponible
2025-04-15,10:03:33,Guerrero,3,Disponible
2025-04-15,10:03:36,Yucatán,0,Disponible
2025-04-15,10:03:38,Puebla,14,Disponible
2025-04-15,10:03:41,Jalisco,10,Disponible
2025-04-15,10:03:44,México,226,Disponible
2025-04-15,10:03:46,Tlaxcala,0,Disponible
2025-04-15,10:03:49,Baja California Sur,1,Disponible
2025-04-15,10:03:51,Michoacán,1,Disponible
2025-04-15,10:03:53,Durango,3,Disponible
2025-04-15,10:03:57,Sinaloa,2,Disponible
2025-04-15,10:04:00,Tabasco,2,Disponible
2025-04-15,10:04:03,Tamaulipas,0,Disponible
2025-04-15,10:04:05,Baja California,0,Disponible
2025-04-15,10:04:08,SESEA_CAMPECHE,0,Disponible
2025-04-21,10:03:02,Guanajuato,23,Disponible
2025-04-21,10:03:05,Quintana Roo,17,Disponible
2025-04-21,10:03:06,Chihuahua,9,Disponible
2025-04-21,10:03:08,Veracruz,10,Disponible
2025-04-21,10:03:09,Guerrero,3,Disponible
2025-04-21,10:03:11,SESEA_Yucatan,0,Disponible
2025-04-21,10:03:13,Puebla,14,Disponible
2025-04-21,10:03:15,Jalisco,10,Disponible
2025-04-21,10:03:18,SESEA_EdoMex,226,Disponible
2025-04-21,10:03:20,Tlaxcala,0,Disponible
2025-04-21,10:03:22,Baja California Sur,1,Disponible
2025-04-21,10:03:26,Michoacán,1,Disponible
2025-04-21,10:03:28,Durango,3,Disponible
2025-04-21,10:03:32,Sinaloa,2,Disponible
2025-04-21,10:03:34,Tabasco,2,Disponible
2025-04-21,10:03:37,Tamaulipas,0,Disponible
2025-04-21,10:03:39,Baja California,0,Disponible
2025-04-21,10:03:41,Campeche,0,Disponible
2025-04-21,10:03:42,SESEA_Zacatecas,67,Disponible
2025-04-22,10:03:24,Guanajuato,23,Disponible
2025-04-22,10:03:27,Quintana Roo,17,Disponible
2025-04-22,10:03:29,Chihuahua,9,Disponible
2025-04-22,10:03:32,Veracruz,10,Disponible
2025-04-22,10:03:34,Guerrero,3,Disponible
2025-04-22,10:03:37,SESEA_Yucatan,0,Disponible
2025-04-22,10:03:39,Puebla,14,Disponible
2025-04-22,10:03:42,Jalisco,10,Disponible
2025-04-22,10:03:44,SESEA_EdoMex,226,Disponible
2025-04-22,10:03:47,Tlaxcala,0,Disponible
2025-04-22,10:03:49,Baja California Sur,1,Disponible
2025-04-22,10:03:52,Michoacán,1,Disponible
2025-04-22,10:03:54,Durango,3,Disponible
2025-04-22,10:03:57,Sinaloa,2,Disponible
2025-04-22,10:04:01,Tabasco,2,Disponible
2025-04-22,10:04:04,Tamaulipas,0,Disponible
2025-04-22,10:04:06,Baja California,0,Disponible
2025-04-22,10:04:09,Campeche,0,Disponible
2025-04-22,10:04:11,SESEA_Zacatecas,67,Disponible
2025-04-23,10:13:05,Guanajuato,23,Disponible
2025-04-23,10:13:13,Quintana Roo,17,Disponible
2025-04-23,10:13:14,Chihuahua,9,Disponible
2025-04-23,10:13:15,Veracruz,10,Disponible
2025-04-23,10:13:16,Guerrero,3,Disponible
2025-04-23,10:13:18,SESEA_Yucatan,0,Disponible
2025-04-23,10:13:19,Puebla,14,Disponible
2025-04-23,10:13:21,Jalisco,10,Disponible
2025-04-23,10:13:22,SESEA_EdoMex,226,Disponible
2025-04-23,10:13:24,Tlaxcala,0,Disponible
2025-04-23,10:13:25,Baja California Sur,1,Disponible
2025-04-23,10:13:26,Michoacán,1,Disponible
2025-04-23,10:13:28,Durango,3,Disponible
2025-04-23,10:13:30,Sinaloa,2,Disponible
2025-04-23,10:13:32,Tabasco,2,Disponible
2025-04-23,10:13:34,Tamaulipas,0,Disponible
2025-04-23,10:13:35,Baja California,0,Disponible
2025-04-23,10:13:45,Campeche,0,No disponible/Request failed with status code 400
2025-04-23,10:13:49,SESEA_Zacatecas,67,Disponible
2025-04-24,10:03:09,Guanajuato,23,Disponible
2025-04-24,10:03:11,Quintana Roo,17,Disponible
2025-04-24,10:03:12,Chihuahua,9,Disponible
2025-04-24,10:03:14,Veracruz,10,Disponible
2025-04-24,10:03:16,Guerrero,3,Disponible
2025-04-24,10:03:18,Yucatán,0,Disponible
2025-04-24,10:03:19,Puebla,14,Disponible
2025-04-24,10:03:21,Jalisco,10,Disponible
2025-04-24,10:03:23,México,226,Disponible
2025-04-24,10:03:25,Tlaxcala,0,Disponible
2025-04-24,10:03:27,Baja California Sur,1,Disponible
2025-04-24,10:03:29,Michoacán,1,Disponible
2025-04-24,10:03:31,Durango,3,Disponible
2025-04-24,10:03:33,Sinaloa,2,Disponible
2025-04-24,10:03:35,Tabasco,2,Disponible
2025-04-24,10:03:38,Tamaulipas,0,Disponible
2025-04-24,10:03:39,Baja California,0,Disponible
2025-04-24,10:03:49,Campeche,0,No disponible/Request failed with status code 400
2025-04-24,10:03:53,Zacatecas,67,Disponible
2025-04-25,10:11:31,Guanajuato,23,Disponible
2025-04-25,10:11:34,Quintana Roo,17,Disponible
2025-04-25,10:11:35,Chihuahua,9,Disponible
2025-04-25,10:11:37,Veracruz,10,Disponible
2025-04-25,10:11:38,Guerrero,3,Disponible
2025-04-25,10:11:40,Yucatán,0,Disponible
2025-04-25,10:11:42,Puebla,14,Disponible
2025-04-25,10:11:44,Jalisco,10,Disponible
2025-04-25,10:11:46,México,226,Disponible
2025-04-25,10:11:48,Tlaxcala,0,Disponible
2025-04-25,10:11:50,Baja California Sur,1,Disponible
2025-04-25,10:12:01,Michoacán,1,Disponible
2025-04-25,10:12:02,Durango,3,Disponible
2025-04-25,10:12:05,Sinaloa,2,Disponible
2025-04-25,10:12:07,Tabasco,2,Disponible
2025-04-25,10:12:09,Tamaulipas,0,Disponible
2025-04-25,10:12:11,Baja California,0,Disponible
2025-04-25,10:12:21,Campeche,0,No disponible/Request failed with status code 400
2025-04-25,10:12:26,Zacatecas,67,Disponible
2025-04-28,10:11:59,Guanajuato,23,Disponible
2025-04-28,10:12:01,Quintana Roo,17,Disponible
2025-04-28,10:12:03,Chihuahua,9,Disponible
2025-04-28,10:12:04,Veracruz,10,Disponible
2025-04-28,10:12:06,Guerrero,3,Disponible
2025-04-28,10:12:08,Yucatán,0,Disponible
2025-04-28,10:12:10,Puebla,14,Disponible
